0 0 0 0 0 0
1.677199226110489855e-05 6.873852109999999982e+01 1.825936309999999878e+02 -6.873852109999999982e+01 1.364533959999999979e+02 1.776664360000000045e+02
3.354398452220979710e-05 6.874041529999999511e+01 1.825989539999999920e+02 -6.874041529999999511e+01 1.364575849999999946e+02 1.473074340000000007e+02
5.031597678331469565e-05 6.874205369999999959e+01 1.826031869999999913e+02 -6.874205369999999959e+01 1.364607550000000060e+02 1.169475740000000030e+02
6.708796904441959421e-05 6.874343639999999311e+01 1.826063330000000065e+02 -6.874343639999999311e+01 1.364629040000000089e+02 8.658719890000000419e+01
8.385996130552450631e-05 6.874456340000000409e+01 1.826083889999999883e+02 -6.874456340000000409e+01 1.364640330000000006e+02 5.622665150000000267e+01
1.006319535666293913e-04 6.874543450000000178e+01 1.826093569999999886e+02 -6.874543450000000178e+01 1.364641430000000071e+02 2.586627430000000061e+01
1.174039458277342763e-04 6.874604999999999677e+01 1.826092360000000099e+02 -6.874604999999999677e+01 1.364632320000000050e+02 -4.493589899999999915e+00
1.341759380888391884e-04 6.874640960000000689e+01 1.826080259999999953e+02 -6.874640960000000689e+01 1.364613009999999917e+02 -3.485259860000000032e+01
1.509479303499440734e-04 6.874651350000000605e+01 1.826057279999999992e+02 -6.874651350000000605e+01 1.364583509999999933e+02 -6.521040910000000679e+01
1.677199226110490126e-04 6.874636169999999424e+01 1.826023419999999930e+02 -6.874636169999999424e+01 1.364543799999999862e+02 -9.556667889999999943e+01
1.844919148721538976e-04 6.874595419999999990e+01 1.825978670000000079e+02 -6.874595419999999990e+01 1.364493909999999914e+02 -1.259210649999999987e+02
2.012639071332587826e-04 6.874529099999999460e+01 1.825923050000000103e+02 -6.874529099999999460e+01 1.364433820000000139e+02 -1.562732269999999914e+02
2.180358993943636676e-04 6.874437210000000675e+01 1.825856540000000052e+02 -6.874437210000000675e+01 1.364363529999999969e+02 -1.866228199999999902e+02
2.348078916554685526e-04 6.874319760000000201e+01 1.825779159999999877e+02 -6.874319760000000201e+01 1.364283059999999921e+02 -2.169695020000000056e+02
2.515798839165734918e-04 6.874176760000000286e+01 1.825690909999999860e+02 -6.874176760000000286e+01 1.364192400000000021e+02 -2.473129329999999868e+02
2.683518761776783768e-04 6.874008200000000102e+01 1.825591790000000003e+02 -6.874008200000000102e+01 1.364091559999999959e+02 -2.776527689999999780e+02
2.851238684387833160e-04 6.873814090000000476e+01 1.825481800000000021e+02 -6.873814090000000476e+01 1.363980530000000044e+02 -3.079886680000000183e+02
3.018958606998881468e-04 6.873594429999999988e+01 1.825360939999999914e+02 -6.873594429999999988e+01 1.363859329999999943e+02 -3.383202900000000000e+02
3.186678529609930860e-04 6.873349240000000293e+01 1.825229229999999916e+02 -6.873349240000000293e+01 1.363727959999999939e+02 -3.686472909999999956e+02
3.354398452220980252e-04 6.873078510000000563e+01 1.825086660000000052e+02 -6.873078510000000563e+01 1.363586420000000032e+02 -3.989693310000000110e+02
3.522118374832028560e-04 6.872782259999999610e+01 1.824933240000000012e+02 -6.872782259999999610e+01 1.363434709999999939e+02 -4.292860680000000002e+02
3.689838297443077952e-04 6.872460490000000277e+01 1.824768970000000081e+02 -6.872460490000000277e+01 1.363272839999999917e+02 -4.595971610000000283e+02
3.857558220054126802e-04 6.872113210000000549e+01 1.824593859999999950e+02 -6.872113210000000549e+01 1.363100809999999967e+02 -4.899022689999999898e+02
4.025278142665175652e-04 6.871740429999999833e+01 1.824407909999999902e+02 -6.871740429999999833e+01 1.362918640000000039e+02 -5.202010510000000068e+02
4.192998065276224502e-04 6.871342149999999549e+01 1.824211129999999912e+02 -6.871342149999999549e+01 1.362726319999999873e+02 -5.504931669999999713e+02
4.360717987887273352e-04 6.870918380000000525e+01 1.824003519999999980e+02 -6.870918380000000525e+01 1.362523850000000039e+02 -5.807782750000000078e+02
4.528437910498322744e-04 6.870469140000000152e+01 1.823785100000000057e+02 -6.870469140000000152e+01 1.362311259999999891e+02 -6.110560359999999491e+02
4.696157833109371052e-04 6.869994429999999852e+01 1.823555859999999882e+02 -6.869994429999999852e+01 1.362088540000000023e+02 -6.413261099999999715e+02
4.863877755720420987e-04 6.869494260000000452e+01 1.823315809999999999e+02 -6.869494260000000452e+01 1.361855689999999868e+02 -6.715881570000000238e+02
5.031597678331469837e-04 6.868968639999999937e+01 1.823064960000000099e+02 -6.868968639999999937e+01 1.361612729999999942e+02 -7.018418380000000525e+02
5.199317600942518144e-04 6.868417589999999961e+01 1.822803319999999871e+02 -6.868417589999999961e+01 1.361359659999999963e+02 -7.320868120000000090e+02
5.367037523553567537e-04 6.867841119999999933e+01 1.822530899999999860e+02 -6.867841119999999933e+01 1.361096499999999878e+02 -7.623227419999999483e+02
5.534757446164616929e-04 6.867239229999999850e+01 1.822247690000000091e+02 -6.867239229999999850e+01 1.360823239999999998e+02 -7.925492880000000468e+02
5.702477368775666321e-04 6.866611949999999354e+01 1.821953709999999944e+02 -6.866611949999999354e+01 1.360539890000000014e+02 -8.227661120000000210e+02
5.870197291386714629e-04 6.865959270000000458e+01 1.821648969999999963e+02 -6.865959270000000458e+01 1.360246459999999900e+02 -8.529728760000000420e+02
6.037917213997762936e-04 6.865281219999999962e+01 1.821333480000000122e+02 -6.865281219999999962e+01 1.359942969999999889e+02 -8.831692420000000538e+02
6.205637136608812329e-04 6.864577819999999519e+01 1.821007240000000138e+02 -6.864577819999999519e+01 1.359629419999999982e+02 -9.133548729999999978e+02
6.373357059219861721e-04 6.863849059999999724e+01 1.820670269999999960e+02 -6.863849059999999724e+01 1.359305809999999894e+02 -9.435294310000000451e+02
6.541076981830910029e-04 6.863094979999999623e+01 1.820322559999999896e+02 -6.863094979999999623e+01 1.358972170000000119e+02 -9.736925800000000208e+02
6.708796904441960505e-04 6.862315580000000637e+01 1.819964139999999873e+02 -6.862315580000000637e+01 1.358628480000000138e+02 -1.003843979999999988e+03
6.876516827053008813e-04 6.861510880000000157e+01 1.819595009999999888e+02 -6.861510880000000157e+01 1.358274780000000135e+02 -1.033983300000000099e+03
7.044236749664057121e-04 6.860680899999999838e+01 1.819215179999999918e+02 -6.860680899999999838e+01 1.357911060000000134e+02 -1.064110210000000052e+03
7.211956672275105429e-04 6.859825639999999680e+01 1.818824659999999938e+02 -6.859825639999999680e+01 1.357537340000000086e+02 -1.094224349999999959e+03
7.379676594886155905e-04 6.858945140000000151e+01 1.818423469999999895e+02 -6.858945140000000151e+01 1.357153619999999989e+02 -1.124325419999999895e+03
7.547396517497204213e-04 6.858039399999999830e+01 1.818011600000000101e+02 -6.858039399999999830e+01 1.356759920000000079e+02 -1.154413050000000112e+03
7.715116440108253605e-04 6.857108440000000371e+01 1.817589089999999885e+02 -6.857108440000000371e+01 1.356356250000000045e+02 -1.184486930000000029e+03
7.882836362719302997e-04 6.856152289999999994e+01 1.817155919999999867e+02 -6.856152289999999994e+01 1.355942619999999863e+02 -1.214546720000000050e+03
8.050556285330351305e-04 6.855170959999999525e+01 1.816712129999999945e+02 -6.855170959999999525e+01 1.355519040000000075e+02 -1.244592090000000098e+03
8.218276207941399613e-04 6.854164459999999792e+01 1.816257709999999861e+02 -6.854164459999999792e+01 1.355085520000000088e+02 -1.274622699999999895e+03
8.385996130552449005e-04 6.853132829999999842e+01 1.815792690000000107e+02 -6.853132829999999842e+01 1.354642080000000135e+02 -1.304638220000000047e+03
8.553716053163499481e-04 6.852076069999999675e+01 1.815317060000000140e+02 -6.852076069999999675e+01 1.354188719999999932e+02 -1.334638310000000047e+03
8.721435975774546705e-04 6.850994210000000351e+01 1.814830859999999859e+02 -6.850994210000000351e+01 1.353725459999999998e+02 -1.364622659999999996e+03
8.889155898385595013e-04 6.849887280000000089e+01 1.814334079999999858e+02 -6.849887280000000089e+01 1.353252319999999997e+02 -1.394590909999999894e+03
9.056875820996645489e-04 6.848755280000000312e+01 1.813826740000000086e+02 -6.848755280000000312e+01 1.352769299999999930e+02 -1.424542760000000044e+03
9.224595743607693797e-04 6.847598250000000064e+01 1.813308859999999925e+02 -6.847598250000000064e+01 1.352276410000000055e+02 -1.454477849999999989e+03
9.392315666218742105e-04 6.846416200000000174e+01 1.812780449999999917e+02 -6.846416200000000174e+01 1.351773680000000013e+02 -1.484395880000000034e+03
9.560035588829791497e-04 6.845209160000000281e+01 1.812241520000000037e+02 -6.845209160000000281e+01 1.351261110000000087e+02 -1.514296499999999924e+03
9.727755511440841973e-04 6.843977139999999793e+01 1.811692089999999951e+02 -6.843977139999999793e+01 1.350738719999999944e+02 -1.544179380000000037e+03
9.895475434051890281e-04 6.842720190000000002e+01 1.811132169999999917e+02 -6.842720190000000002e+01 1.350206530000000100e+02 -1.574044210000000021e+03
