3.337175979895193336e+02 1.327356169999999953e-09 1.327356169999999953e-09 -1.327356169999999953e-09 1.327356169999999953e-09 5.072713180000000755e-16
5.934431332594195965e+02 1.593627270000000047e-09 1.593627270000000047e-09 -1.593627270000000047e-09 1.593627270000000047e-09 7.902665810000000641e-16
1.055307704871117721e+03 1.811952799999999997e-09 1.811952799999999997e-09 -1.811952799999999997e-09 1.811952799999999997e-09 1.204673119999999941e-15
1.876631962292436356e+03 1.943837250000000137e-09 1.943837250000000137e-09 -1.943837250000000137e-09 1.943837250000000137e-09 1.796813219999999917e-15
3.337175979895193450e+03 1.964989040000000122e-09 1.964989040000000122e-09 -1.964989040000000122e-09 1.964989040000000122e-09 2.624936439999999864e-15
5.934431332594195737e+03 1.875222479999999946e-09 1.875222479999999946e-09 -1.875222479999999946e-09 1.875222479999999946e-09 3.763462820000000105e-15
1.055307704871118040e+04 1.698135620000000021e-09 1.698135620000000021e-09 -1.698135620000000021e-09 1.698135620000000021e-09 5.309700199999999449e-15
1.876631962292436219e+04 1.470444360000000130e-09 1.470444360000000130e-09 -1.470444360000000130e-09 1.470444360000000130e-09 7.393138430000000348e-15
3.337175979895193450e+04 1.228204899999999864e-09 1.228204899999999864e-09 -1.228204899999999864e-09 1.228204899999999864e-09 1.018735710000000125e-14
5.934431332594196283e+04 9.977984990000000009e-10 9.977984990000000009e-10 -9.977984990000000009e-10 9.977984990000000009e-10 1.392512770000000035e-14
1.055307704871117894e+05 7.939453760000000536e-10 7.939453760000000536e-10 -7.939453760000000536e-10 7.939453760000000536e-10 1.891802689999999846e-14
1.876631962292436219e+05 6.221072809999999597e-10 6.221072809999999597e-10 -6.221072809999999597e-10 6.221072809999999597e-10 2.558242750000000149e-14
3.337175979895193013e+05 4.819720220000000338e-10 4.819720220000000338e-10 -4.819720220000000338e-10 4.819720220000000338e-10 3.447419150000000308e-14
5.934431332594195846e+05 3.702966410000000225e-10 3.702966410000000225e-10 -3.702966410000000225e-10 3.702966410000000225e-10 4.633500719999999766e-14
1.055307704871118069e+06 2.827441260000000142e-10 2.827441260000000142e-10 -2.827441260000000142e-10 2.827441260000000142e-10 6.215424130000000845e-14
1.876631962292436277e+06 2.149049659999999869e-10 2.149049659999999869e-10 -2.149049659999999869e-10 2.149049659999999869e-10 8.325146049999999763e-14
3.337175979895193130e+06 1.627866990000000017e-10 1.627866990000000017e-10 -1.627866990000000017e-10 1.627866990000000017e-10 1.113864989999999984e-13
5.934431332594195381e+06 1.229952769999999960e-10 1.229952769999999960e-10 -1.229952769999999960e-10 1.229952769999999960e-10 1.489062559999999860e-13
1.055307704871118069e+07 9.275448600000000750e-11 9.275448600000000750e-11 -9.275448600000000750e-11 9.275448600000000750e-11 1.989404569999999957e-13
1.876631962292436510e+07 6.985001589999999609e-11 6.985001589999999609e-11 -6.985001589999999609e-11 6.985001589999999609e-11 2.656627189999999974e-13
3.337175979895193502e+07 5.254582810000000100e-11 5.254582810000000100e-11 -5.254582810000000100e-11 5.254582810000000100e-11 3.546386850000000199e-13
5.934431332594196498e+07 3.949715270000000033e-11 3.949715270000000033e-11 -3.949715270000000033e-11 3.949715270000000033e-11 4.732902600000000246e-13
1.055307704871117920e+08 2.967122810000000070e-11 2.967122810000000070e-11 -2.967122810000000070e-11 2.967122810000000070e-11 6.315146740000000062e-13
1.876631962292436361e+08 2.227983279999999999e-11 2.227983279999999999e-11 -2.227983279999999999e-11 2.227983279999999999e-11 8.425100079999999599e-13
3.337175979895193577e+08 1.672411300000000084e-11 1.672411300000000084e-11 -1.672411300000000084e-11 1.672411300000000084e-11 1.123876089999999937e-12
5.934431332594196796e+08 1.255060690000000101e-11 1.255060690000000101e-11 -1.255060690000000101e-11 1.255060690000000101e-11 1.499082870000000112e-12
1.055307704871117949e+09 9.416793530000000972e-12 9.416793530000000972e-12 -9.416793530000000972e-12 9.416793530000000972e-12 1.999429860000000094e-12
1.876631962292436361e+09 7.064424850000000278e-12 7.064424850000000278e-12 -7.064424850000000278e-12 7.064424850000000278e-12 2.666664059999999869e-12
3.337175979895193100e+09 5.299056220000000242e-12 5.299056220000000242e-12 -5.299056220000000242e-12 5.299056220000000242e-12 3.556488379999999635e-12
5.934431332594195366e+09 3.974431439999999599e-12 3.974431450000000089e-12 -3.974431439999999599e-12 3.974431450000000089e-12 4.743297549999999993e-12
1.055307704871117973e+10 2.980623630000000193e-12 2.980623639999999876e-12 -2.980623630000000193e-12 2.980623639999999876e-12 6.326674689999999942e-12
1.876631962292436218e+10 2.235058669999999768e-12 2.235058689999999941e-12 -2.235058669999999768e-12 2.235058689999999941e-12 8.440581870000001208e-12
3.337175979895193481e+10 1.675737800000000029e-12 1.675737850000000058e-12 -1.675737800000000029e-12 1.675737850000000058e-12 1.126692120000000011e-11
5.934431332594196320e+10 1.256131779999999877e-12 1.256131900000000107e-12 -1.256131779999999877e-12 1.256131900000000107e-12 1.505635939999999953e-11
1.055307704871118011e+11 9.413429920000000728e-13 9.413432699999999344e-13 -9.413429920000000728e-13 9.413432699999999344e-13 2.016359190000000040e-11
1.876631962292436218e+11 7.052307070000000961e-13 7.052313729999999636e-13 -7.052307070000000961e-13 7.052313729999999636e-13 2.711643959999999888e-11
3.337175979895193481e+11 5.282734480000000656e-13 5.282750529999999218e-13 -5.282734480000000656e-13 5.282750529999999218e-13 3.675384570000000251e-11
5.934431332594195557e+11 3.960106450000000249e-13 3.960145659999999942e-13 -3.960106450000000249e-13 3.960145659999999942e-13 5.048823209999999559e-11
1.055307704871117920e+12 2.979793940000000041e-13 2.979891610000000443e-13 -2.979793940000000041e-13 2.979891610000000443e-13 7.072449110000000031e-11
1.876631962292436279e+12 2.271796050000000116e-13 2.272044469999999945e-13 -2.271796050000000116e-13 2.272044469999999945e-13 1.011581999999999976e-10
3.337175979895193359e+12 1.803126289999999910e-13 1.803761299999999872e-13 -1.803126289999999910e-13 1.803761299999999872e-13 1.454094130000000087e-10
